VendorNo,Country,Currency,TradeTerm,TradeTermName,PaymentTerm
21095,MALAYSIA,RM,DAP,DELIVERED AT PLACE,CASH ON DELIVERY
21096,MALAYSIA,RM,DAP,DELIVERED AT PLACE,CASH ON DELIVERY
21097,MALAYSIA,RM,DAP,DELIVERED AT PLACE,30DAYS UPON MONTHLY CUT OFF  
21098,MALAYSIA,RM,DAP,DELIVERED AT PLACE,30DAYS UPON MONTHLY CUT OFF  
21099,MALAYSIA,RM,DAP,DELIVERED AT PLACE,CASH ON DELIVERY
21100,MALAYSIA,RM,DAP,DELIVERED AT PLACE,30DAYS UPON MONTHLY CUT OFF  
21101,MALAYSIA,RM,DAP,DELIVERED AT PLACE,CASH ON DELIVERY
21103,MALAYSIA,RM,DAP,DELIVERED AT PLACE,60 DAYS NETT
21104,MALAYSIA,RM,DAP,DELIVERED AT PLACE,30 DAYS NETT 
21105,MALAYSIA,RM,DAP,DELIVERED AT PLACE,30 DAYS NETT 
21106,MALAYSIA,RM,DAP,DELIVERED AT PLACE,30DAYS UPON MONTHLY CUT OFF  
21107,MALAYSIA,RM,DAP,DELIVERED AT PLACE,30DAYS UPON MONTHLY CUT OFF  
21108,MALAYSIA,RM,EXW,EX-WORKS OR EX-WAREHOUSE,60 DAYS NETT
21109,MALAYSIA,RM,DAP,DELIVERED AT PLACE,CASH ON DELIVERY
21110,MALAYSIA,RM,DAP,DELIVERED AT PLACE,30DAYS UPON MONTHLY CUT OFF  
21111,MALAYSIA,RM,DAP,DELIVERED AT PLACE,30 DAYS NETT 
21112,MALAYSIA,RM,DAP,DELIVERED AT PLACE,PAYMENT BEFORE DELIVERY
21113,MALAYSIA,RM,DAP,DELIVERED AT PLACE,60DAYS UPON MONTHLY CUT OFF
21114,MALAYSIA,RM,DAP,DELIVERED AT PLACE,CASH ON DELIVERY
21115,MALAYSIA,RM,DAP,DELIVERED AT PLACE,30DAYS UPON MONTHLY CUT OFF  
21116,MALAYSIA,RM,DAP,DELIVERED AT PLACE,30DAYS UPON MONTHLY CUT OFF  
21117,CHINA,USD,EXW,EX-WORKS OR EX-WAREHOUSE,PAYMENT BEFORE DELIVERY
21118,MALAYSIA,RM,DAP,DELIVERED AT PLACE,PAYMENT BEFORE DELIVERY
21119,CHINA,USD,EXW,EX-WORKS OR EX-WAREHOUSE,PAYMENT BEFORE DELIVERY
21120,MALAYSIA,RM,DAP,DELIVERED AT PLACE,30DAYS UPON MONTHLY CUT OFF  
21121,MALAYSIA,RM,DAP,DELIVERED AT PLACE,30DAYS UPON MONTHLY CUT OFF  
21122,MALAYSIA,RM,DAP,DELIVERED AT PLACE,60DAYS UPON MONTHLY CUT OFF
21123,CHINA,USD,EXW,EX-WORKS OR EX-WAREHOUSE,90DAYS UPON MONTHLY CUT OFF
21124,MALAYSIA,RM,DAP,DELIVERED AT PLACE,30DAYS UPON MONTHLY CUT OFF  
21125,CHINA,USD,EXW,EX-WORKS OR EX-WAREHOUSE,PAYMENT BEFORE DELIVERY
21126,CHINA,USD,EXW,EX-WORKS OR EX-WAREHOUSE,90 DAYS NETT
21127,CHINA,RMB,EXW,EX-WORKS OR EX-WAREHOUSE,60DAYS UPON MONTHLY CUT OFF
21128,CHINA,RMB,EXW,EX-WORKS OR EX-WAREHOUSE,30DAYS UPON MONTHLY CUT OFF  
21130,MALAYSIA,RM,DAP,DELIVERED AT PLACE,30DAYS UPON MONTHLY CUT OFF  
21132,MALAYSIA,RM,DAP,DELIVERED AT PLACE,CASH ON DELIVERY
21133,CHINA,RMB,EXW,EX-WORKS OR EX-WAREHOUSE,30 DAYS NETT 
21134,TAIWAN,USD,EXW,EX-WORKS OR EX-WAREHOUSE,PAYMENT BEFORE DELIVERY
21135,CHINA,RMB,DAP,DELIVERED AT PLACE,NULL
21136,CHINA,RMB,EXW,EX-WORKS OR EX-WAREHOUSE,30DAYS UPON MONTHLY CUT OFF  
21137,MALAYSIA,RM,DAP,DELIVERED AT PLACE,30DAYS UPON MONTHLY CUT OFF  
21139,TAIWAN,USD,FOB,FREIGHT ON BOARD,PAYMENT BEFORE DELIVERY
21140,MALAYSIA,RM,DAP,DELIVERED AT PLACE,CASH ON DELIVERY
21141,MALAYSIA,RM,DAP,DELIVERED AT PLACE,30DAYS UPON MONTHLY CUT OFF  
21142,MALAYSIA,RM,DAP,DELIVERED AT PLACE,60DAYS UPON MONTHLY CUT OFF
21143,CHINA,RMB,EXW,EX-WORKS OR EX-WAREHOUSE,PAYMENT BEFORE DELIVERY
21144,CHINA,RMB,EXW,EX-WORKS OR EX-WAREHOUSE,PAYMENT BEFORE DELIVERY
21145,CHINA,RMB,EXW,EX-WORKS OR EX-WAREHOUSE,PAYMENT BEFORE DELIVERY
21146,MALAYSIA,RM,DAP,DELIVERED AT PLACE,30DAYS UPON MONTHLY CUT OFF  
21147,MALAYSIA,RM,CIF,"COST, INSURANCE AND FREIGHT",30DAYS UPON MONTHLY CUT OFF  
21148,MALAYSIA,RM,DAP,DELIVERED AT PLACE,60DAYS UPON MONTHLY CUT OFF
21149,MALAYSIA,RM,DAP,DELIVERED AT PLACE,CASH ON DELIVERY
21150,MALAYSIA,RM,DDU,DELIVERED DUTY UNPAID,30DAYS UPON MONTHLY CUT OFF  
21151,MALAYSIA,RM,DAP,DELIVERED AT PLACE,30DAYS UPON MONTHLY CUT OFF  
21152,TAIWAN,USD,EXW,EX-WORKS OR EX-WAREHOUSE,30 DAYS NETT 
21153,MALAYSIA,RM,DAP,DELIVERED AT PLACE,30DAYS UPON MONTHLY CUT OFF  
21154,MALAYSIA,RM,DAP,DELIVERED AT PLACE,30DAYS UPON MONTHLY CUT OFF  
21155,MALAYSIA,RM,DAP,DELIVERED AT PLACE,30DAYS UPON MONTHLY CUT OFF  
21158,MALAYSIA,RM,DAP,DELIVERED AT PLACE,60DAYS UPON MONTHLY CUT OFF
21159,MALAYSIA,RM,DAP,DELIVERED AT PLACE,30DAYS UPON MONTHLY CUT OFF  
21161,MALAYSIA,RM,DAP,DELIVERED AT PLACE,30DAYS UPON MONTHLY CUT OFF  
21162,MALAYSIA,RM,DAP,DELIVERED AT PLACE,30DAYS UPON MONTHLY CUT OFF  
30000,NULL,,NULL,NULL,NULL
30005,MALAYSIA,RM,NULL,NULL,30DAYS UPON MONTHLY CUT OFF  
30007,MALAYSIA,RM,NULL,NULL,CASH ON DELIVERY
30008,MALAYSIA,RM,NULL,NULL,60DAYS UPON MONTHLY CUT OFF
30022,MALAYSIA,RM,NULL,NULL,CASH ON DELIVERY
30035,MALAYSIA,RM,NULL,NULL,30DAYS UPON MONTHLY CUT OFF  
30042,MALAYSIA,RM,DAP,DELIVERED AT PLACE,CASH ON DELIVERY
30044,MALAYSIA,RM,CIF,"COST, INSURANCE AND FREIGHT",CASH ON DELIVERY
30045,MALAYSIA,RM,CIF,"COST, INSURANCE AND FREIGHT",CASH ON DELIVERY
30088,MALAYSIA,RM,DAP,DELIVERED AT PLACE,CASH ON DELIVERY
30116,MALAYSIA,RM,DAP,DELIVERED AT PLACE,30DAYS UPON MONTHLY CUT OFF  
30117,MALAYSIA,RM,DAP,DELIVERED AT PLACE,NULL
30118,MALAYSIA,RM,DAP,DELIVERED AT PLACE,CASH ON DELIVERY
30125,MALAYSIA,RM,DAP,DELIVERED AT PLACE,CASH ON DELIVERY
40016,MALAYSIA,RM,DAP,DELIVERED AT PLACE,CASH ON DELIVERY
40034,MALAYSIA,RM,CIF,"COST, INSURANCE AND FREIGHT",CASH ON DELIVERY
40042,MALAYSIA,RM,CIF,"COST, INSURANCE AND FREIGHT",CASH ON DELIVERY
40049,MALAYSIA,RM,DAP,DELIVERED AT PLACE,CASH ON DELIVERY
60020,MALAYSIA,RM,CIF,"COST, INSURANCE AND FREIGHT",CASH ON DELIVERY
